day,scenario,activity,class,is_anomaly,start,end,duration_sec
2025-01-31,evening,Watch TV,normal,0,2025-01-31 19:21:02,2025-01-31 19:49:18,1695
2025-01-31,evening,Take medication,normal,0,2025-01-31 19:49:18,2025-01-31 19:50:17,58
2025-01-31,evening,Sleep,normal,0,2025-01-31 19:50:17,2025-01-31 20:35:42,2725
2025-02-01,morning,Sleep in Bed,normal,0,2025-02-01 06:00:00,2025-02-01 06:17:05,1025
2025-02-01,morning,Take medication,normal,0,2025-02-01 06:17:05,2025-02-01 06:17:40,35
2025-02-01,morning,Go to toilet,normal,0,2025-02-01 06:17:40,2025-02-01 06:19:24,103
2025-02-01,morning,Go to toilet,normal,0,2025-02-01 06:19:24,2025-02-01 06:21:24,120
2025-02-01,morning,Dress,normal,0,2025-02-01 06:21:24,2025-02-01 06:23:19,114
2025-02-01,morning,Cook breakfast,normal,0,2025-02-01 06:23:19,2025-02-01 06:29:05,346
2025-02-01,morning,Wash dishes,normal,0,2025-02-01 06:29:05,2025-02-01 06:37:23,497
2025-02-01,morning,Bathe,normal,0,2025-02-01 06:37:23,2025-02-01 06:44:13,410
2025-02-01,morning,Leave home,normal,0,2025-02-01 06:44:13,2025-02-01 06:44:37,23
2025-02-01,noon,Enter home,normal,0,2025-02-01 12:00:00,2025-02-01 12:00:14,14
2025-02-01,noon,Cook lunch,normal,0,2025-02-01 12:00:14,2025-02-01 12:05:41,327
2025-02-01,noon,Eat lunch,normal,0,2025-02-01 12:05:41,2025-02-01 12:13:58,497
2025-02-01,noon,Wash dishes,normal,0,2025-02-01 12:13:58,2025-02-01 12:21:24,445
2025-02-01,noon,Go to toilet,normal,0,2025-02-01 12:21:24,2025-02-01 12:23:22,118
2025-02-01,noon,Leave home,normal,0,2025-02-01 12:23:22,2025-02-01 12:23:47,24
2025-02-01,noon,Go to toilet,normal,0,2025-02-01 12:23:47,2025-02-01 12:25:29,101
2025-02-01,evening,Enter home,normal,0,2025-02-01 19:00:00,2025-02-01 19:00:26,26
2025-02-01,evening,Cook dinner,normal,0,2025-02-01 19:00:26,2025-02-01 19:09:01,514
2025-02-01,evening,Eat dinner,normal,0,2025-02-01 19:09:01,2025-02-01 19:19:00,598
2025-02-01,evening,Wash dishes,normal,0,2025-02-01 19:19:00,2025-02-01 19:27:00,479
2025-02-01,evening,Watch TV,normal,0,2025-02-01 19:27:00,2025-02-01 19:42:19,919
2025-02-01,evening,Read,normal,0,2025-02-01 19:42:19,2025-02-01 19:53:19,660
2025-02-01,evening,Bathe,normal,0,2025-02-01 19:53:19,2025-02-01 20:00:31,431
2025-02-01,evening,Go to toilet,normal,0,2025-02-01 20:00:31,2025-02-01 20:02:19,108
2025-02-01,evening,Take medication,normal,0,2025-02-01 20:02:19,2025-02-01 20:03:02,42
2025-02-01,evening,Sleep,normal,0,2025-02-01 20:03:02,2025-02-01 20:35:27,1945
2025-02-02,morning,Sleep in Bed,normal,0,2025-02-02 08:00:00,2025-02-02 08:21:45,1305
2025-02-02,morning,Late medication,late_medication,1,2025-02-02 10:21:45,2025-02-02 10:22:31,46
2025-02-02,morning,Go to toilet,normal,0,2025-02-02 10:22:31,2025-02-02 10:24:47,135
2025-02-02,morning,Dress,normal,0,2025-02-02 10:24:47,2025-02-02 10:27:52,185
2025-02-02,morning,Eat breakfast,normal,0,2025-02-02 10:27:52,2025-02-02 10:38:52,660
2025-02-02,morning,Bathe,normal,0,2025-02-02 10:38:52,2025-02-02 10:49:31,638
2025-02-02,morning,Leave home,normal,0,2025-02-02 10:49:31,2025-02-02 10:49:55,23
2025-02-02,noon,Enter home,normal,0,2025-02-02 13:00:00,2025-02-02 13:00:14,14
2025-02-02,noon,Cook lunch,normal,0,2025-02-02 13:00:14,2025-02-02 13:07:52,458
2025-02-02,noon,Eat lunch,normal,0,2025-02-02 13:07:52,2025-02-02 13:18:53,661
2025-02-02,noon,Wash dishes,normal,0,2025-02-02 13:18:53,2025-02-02 13:33:57,903
2025-02-02,noon,Go to toilet,normal,0,2025-02-02 13:33:57,2025-02-02 13:37:07,190
2025-02-02,noon,Leave home,normal,0,2025-02-02 13:37:07,2025-02-02 13:37:32,24
2025-02-02,evening,Enter home,normal,0,2025-02-02 18:00:00,2025-02-02 18:00:14,14
2025-02-02,evening,Cook dinner,normal,0,2025-02-02 18:00:14,2025-02-02 18:13:52,818
2025-02-02,evening,Eat dinner,normal,0,2025-02-02 18:13:52,2025-02-02 18:25:38,705
2025-02-02,evening,Wash dishes,normal,0,2025-02-02 18:25:38,2025-02-02 18:40:31,892
2025-02-02,evening,Watch TV,normal,0,2025-02-02 18:40:31,2025-02-02 19:08:37,1686
2025-02-02,evening,Read,normal,0,2025-02-02 19:08:37,2025-02-02 19:23:38,901
2025-02-02,evening,Bathe,normal,0,2025-02-02 19:23:38,2025-02-02 19:34:59,680
2025-02-02,evening,Go to toilet,normal,0,2025-02-02 19:34:59,2025-02-02 19:37:34,154
2025-02-02,evening,Take medication,normal,0,2025-02-02 19:37:34,2025-02-02 19:38:30,56
2025-02-02,evening,Sleep,normal,0,2025-02-02 19:38:30,2025-02-02 20:40:49,3739
2025-02-03,morning,Sleep in Bed,normal,0,2025-02-03 06:00:00,2025-02-03 06:15:04,904
2025-02-03,morning,Go to toilet,normal,0,2025-02-03 06:15:04,2025-02-03 06:16:50,105
2025-02-03,morning,Take medication,normal,0,2025-02-03 06:16:50,2025-02-03 06:17:39,48
2025-02-03,morning,Go to toilet,normal,0,2025-02-03 06:17:39,2025-02-03 06:19:21,102
2025-02-03,morning,Dress,normal,0,2025-02-03 06:19:21,2025-02-03 06:21:12,110
2025-02-03,morning,Cook breakfast,normal,0,2025-02-03 06:21:12,2025-02-03 06:26:28,316
2025-02-03,morning,Go to toilet,normal,0,2025-02-03 06:26:28,2025-02-03 06:28:23,114
2025-02-03,morning,Eat breakfast,normal,0,2025-02-03 06:28:23,2025-02-03 06:34:33,370
2025-02-03,morning,Wash dishes,normal,0,2025-02-03 06:34:33,2025-02-03 06:42:23,470
2025-02-03,morning,Bathe,normal,0,2025-02-03 06:42:23,2025-02-03 06:50:17,473
2025-02-03,morning,Leave home,normal,0,2025-02-03 06:50:17,2025-02-03 06:50:40,23
2025-02-03,morning,Go to toilet,normal,0,2025-02-03 06:50:40,2025-02-03 06:52:24,103
2025-02-03,noon,Enter home,normal,0,2025-02-03 12:00:00,2025-02-03 12:00:26,26
2025-02-03,noon,Cook lunch,normal,0,2025-02-03 12:00:26,2025-02-03 12:05:48,322
2025-02-03,noon,Wash dishes,normal,0,2025-02-03 12:05:48,2025-02-03 12:13:01,432
2025-02-03,noon,Go to toilet,normal,0,2025-02-03 12:13:01,2025-02-03 12:15:07,126
2025-02-03,noon,Leave home,normal,0,2025-02-03 12:15:07,2025-02-03 12:15:32,24
2025-02-03,evening,Enter home,normal,0,2025-02-03 19:00:00,2025-02-03 19:00:14,14
2025-02-03,evening,Cook dinner,normal,0,2025-02-03 19:00:14,2025-02-03 19:09:02,528
2025-02-03,evening,Eat dinner,normal,0,2025-02-03 19:09:02,2025-02-03 19:17:06,484
2025-02-03,evening,Wash dishes,normal,0,2025-02-03 19:17:06,2025-02-03 19:25:12,486
2025-02-03,evening,Watch TV,normal,0,2025-02-03 19:25:12,2025-02-03 19:42:08,1015
2025-02-03,evening,Read,normal,0,2025-02-03 19:42:08,2025-02-03 19:54:04,716
2025-02-03,evening,Bathe,normal,0,2025-02-03 19:54:04,2025-02-03 19:59:55,350
2025-02-03,evening,Go to toilet,normal,0,2025-02-03 19:59:55,2025-02-03 20:01:57,121
2025-02-03,evening,Take medication,normal,0,2025-02-03 20:01:57,2025-02-03 20:02:45,48
2025-02-03,evening,Sleep,normal,0,2025-02-03 20:02:45,2025-02-03 20:42:42,2396
2025-02-03,evening,Prolonged inactivity,prolonged_inactivity,1,2025-02-03 22:00:00,2025-02-03 23:33:21,5601
2025-02-04,morning,Sleep in Bed,normal,0,2025-02-04 08:00:00,2025-02-04 08:26:45,1605
2025-02-04,morning,Missed medication,missed_medication,1,2025-02-04 08:26:45,2025-02-04 08:28:15,90
2025-02-04,morning,Go to toilet,normal,0,2025-02-04 08:28:15,2025-02-04 08:31:15,179
2025-02-04,morning,Dress,normal,0,2025-02-04 08:31:15,2025-02-04 08:33:49,154
2025-02-04,morning,Cook breakfast,normal,0,2025-02-04 08:33:49,2025-02-04 08:40:41,412
2025-02-04,morning,Eat breakfast,normal,0,2025-02-04 08:40:41,2025-02-04 08:48:58,496
2025-02-04,morning,Wash dishes,normal,0,2025-02-04 08:48:58,2025-02-04 09:03:25,866
2025-02-04,morning,Go to toilet,normal,0,2025-02-04 09:03:25,2025-02-04 09:06:34,189
2025-02-04,morning,Leave home,normal,0,2025-02-04 09:06:34,2025-02-04 09:06:59,24
2025-02-04,noon,Enter home,normal,0,2025-02-04 13:00:00,2025-02-04 13:00:14,14
2025-02-04,noon,Cook lunch,normal,0,2025-02-04 13:00:14,2025-02-04 13:07:42,448
2025-02-04,noon,Eat lunch,normal,0,2025-02-04 13:07:42,2025-02-04 13:18:29,647
2025-02-04,noon,Go to toilet,normal,0,2025-02-04 13:18:29,2025-02-04 13:20:40,130
2025-02-04,noon,Leave home,normal,0,2025-02-04 13:20:40,2025-02-04 13:21:05,24
2025-02-04,evening,Enter home,normal,0,2025-02-04 18:00:00,2025-02-04 18:00:14,14
2025-02-04,evening,Eat dinner,normal,0,2025-02-04 18:00:14,2025-02-04 18:11:42,688
2025-02-04,evening,Wash dishes,normal,0,2025-02-04 18:11:42,2025-02-04 18:27:24,941
2025-02-04,evening,Watch TV,normal,0,2025-02-04 18:27:24,2025-02-04 18:57:00,1775
2025-02-04,evening,Read,normal,0,2025-02-04 18:57:00,2025-02-04 19:11:51,891
2025-02-04,evening,Bathe,normal,0,2025-02-04 19:11:51,2025-02-04 19:22:35,643
2025-02-04,evening,Go to toilet,normal,0,2025-02-04 19:22:35,2025-02-04 19:25:00,144
2025-02-04,evening,Late medication,late_medication,1,2025-02-04 21:25:00,2025-02-04 21:26:01,61
2025-02-04,evening,Sleep,normal,0,2025-02-04 21:26:01,2025-02-04 22:15:48,2986
2025-02-05,morning,Sleep in Bed,normal,0,2025-02-05 08:00:00,2025-02-05 08:30:20,1820
2025-02-05,morning,Take medication,normal,0,2025-02-05 08:30:20,2025-02-05 08:31:10,50
2025-02-05,morning,Go to toilet,normal,0,2025-02-05 08:31:10,2025-02-05 08:34:19,189
2025-02-05,morning,Dress,normal,0,2025-02-05 08:34:19,2025-02-05 08:36:50,150
2025-02-05,morning,Cook breakfast,normal,0,2025-02-05 08:36:50,2025-02-05 08:43:57,426
2025-02-05,morning,Eat breakfast,normal,0,2025-02-05 08:43:57,2025-02-05 08:51:47,469
2025-02-05,morning,Go to toilet,normal,0,2025-02-05 08:51:47,2025-02-05 08:54:54,187
2025-02-05,morning,Wash dishes,normal,0,2025-02-05 08:54:54,2025-02-05 09:08:02,788
2025-02-05,morning,Bathe,normal,0,2025-02-05 09:08:02,2025-02-05 09:18:12,610
2025-02-05,morning,Go to toilet,normal,0,2025-02-05 09:18:12,2025-02-05 09:21:16,183
2025-02-05,morning,Leave home,normal,0,2025-02-05 09:21:16,2025-02-05 09:21:41,24
2025-02-05,noon,Enter home,normal,0,2025-02-05 13:00:00,2025-02-05 13:00:14,14
2025-02-05,noon,Cook lunch,normal,0,2025-02-05 13:00:14,2025-02-05 13:07:28,433
2025-02-05,noon,Go to toilet,normal,0,2025-02-05 13:07:28,2025-02-05 13:10:12,164
2025-02-05,noon,Eat lunch,normal,0,2025-02-05 13:10:12,2025-02-05 13:19:38,565
2025-02-05,noon,Wash dishes,normal,0,2025-02-05 13:19:38,2025-02-05 13:30:29,651
2025-02-05,noon,Go to toilet,normal,0,2025-02-05 13:30:29,2025-02-05 13:33:31,182
2025-02-05,noon,Leave home,normal,0,2025-02-05 13:33:31,2025-02-05 13:33:56,24
2025-02-05,evening,Enter home,normal,0,2025-02-05 18:00:00,2025-02-05 18:00:14,14
2025-02-05,evening,Cook dinner,normal,0,2025-02-05 18:00:14,2025-02-05 18:12:51,757
2025-02-05,evening,Eat dinner,normal,0,2025-02-05 18:12:51,2025-02-05 18:25:46,775
2025-02-05,evening,Wash dishes,normal,0,2025-02-05 18:25:46,2025-02-05 18:37:12,685
2025-02-05,evening,Read,normal,0,2025-02-05 18:37:12,2025-02-05 18:55:02,1069
2025-02-05,evening,Bathe,normal,0,2025-02-05 18:55:02,2025-02-05 19:05:05,603
2025-02-05,evening,Go to toilet,normal,0,2025-02-05 19:05:05,2025-02-05 19:07:55,169
2025-02-05,evening,Take medication,normal,0,2025-02-05 19:07:55,2025-02-05 19:08:48,52
2025-02-05,evening,Sleep,normal,0,2025-02-05 19:08:48,2025-02-05 19:54:18,2730
2025-02-06,morning,Sleep in Bed,normal,0,2025-02-06 06:00:00,2025-02-06 06:17:08,1028
2025-02-06,morning,Take medication,normal,0,2025-02-06 06:17:08,2025-02-06 06:17:45,37
2025-02-06,morning,Go to toilet,normal,0,2025-02-06 06:17:45,2025-02-06 06:19:55,129
2025-02-06,morning,Dress,normal,0,2025-02-06 06:19:55,2025-02-06 06:22:11,136
2025-02-06,morning,Cook breakfast,normal,0,2025-02-06 06:22:11,2025-02-06 06:27:58,347
2025-02-06,morning,Go to toilet,normal,0,2025-02-06 06:27:58,2025-02-06 06:30:04,125
2025-02-06,morning,Wash dishes,normal,0,2025-02-06 06:30:04,2025-02-06 06:37:43,459
2025-02-06,morning,Bathe,normal,0,2025-02-06 06:37:43,2025-02-06 06:45:04,440
2025-02-06,morning,Go to toilet,normal,0,2025-02-06 06:45:04,2025-02-06 06:46:56,111
2025-02-06,morning,Leave home,normal,0,2025-02-06 06:46:56,2025-02-06 06:47:20,24
2025-02-06,noon,Enter home,normal,0,2025-02-06 12:00:00,2025-02-06 12:00:14,14
2025-02-06,noon,Cook lunch,normal,0,2025-02-06 12:00:14,2025-02-06 12:06:36,382
2025-02-06,noon,Wash dishes,normal,0,2025-02-06 12:06:36,2025-02-06 12:16:02,565
2025-02-06,noon,Go to toilet,normal,0,2025-02-06 12:16:02,2025-02-06 12:17:57,115
2025-02-06,noon,Leave home,normal,0,2025-02-06 12:17:57,2025-02-06 12:18:22,24
2025-02-06,evening,Enter home,normal,0,2025-02-06 19:00:00,2025-02-06 19:00:14,14
2025-02-06,evening,Go to toilet,normal,0,2025-02-06 19:00:14,2025-02-06 19:02:10,116
2025-02-06,evening,Cook dinner,normal,0,2025-02-06 19:02:10,2025-02-06 19:10:42,511
2025-02-06,evening,Eat dinner,normal,0,2025-02-06 19:10:42,2025-02-06 19:18:36,474
2025-02-06,evening,Wash dishes,normal,0,2025-02-06 19:18:36,2025-02-06 19:26:10,453
2025-02-06,evening,Read,normal,0,2025-02-06 19:26:10,2025-02-06 19:36:53,643
2025-02-06,evening,Watch TV,normal,0,2025-02-06 19:36:53,2025-02-06 19:53:52,1018
2025-02-06,evening,Read,normal,0,2025-02-06 19:53:52,2025-02-06 20:03:56,604
2025-02-06,evening,Bathe,normal,0,2025-02-06 20:03:56,2025-02-06 20:10:20,384
2025-02-06,evening,Go to toilet,normal,0,2025-02-06 20:10:20,2025-02-06 20:11:47,86
2025-02-06,evening,Read,normal,0,2025-02-06 20:11:47,2025-02-06 20:24:17,750
2025-02-06,evening,Take medication,normal,0,2025-02-06 20:24:17,2025-02-06 20:25:05,48
2025-02-06,evening,Sleep,normal,0,2025-02-06 20:25:05,2025-02-06 20:56:55,1909
2025-02-06,evening,Read,normal,0,2025-02-06 20:56:55,2025-02-06 21:05:50,535
2025-02-07,morning,Sleep in Bed,normal,0,2025-02-07 06:00:00,2025-02-07 06:19:13,1153
2025-02-07,morning,Missed medication,missed_medication,1,2025-02-07 06:19:13,2025-02-07 06:19:55,42
2025-02-07,morning,Go to toilet,normal,0,2025-02-07 06:19:55,2025-02-07 06:22:01,126
2025-02-07,morning,Dress,normal,0,2025-02-07 06:22:01,2025-02-07 06:24:00,118
2025-02-07,morning,Cook breakfast,normal,0,2025-02-07 06:24:00,2025-02-07 06:28:44,283
2025-02-07,morning,Eat breakfast,normal,0,2025-02-07 06:28:44,2025-02-07 06:35:42,417
2025-02-07,morning,Wash dishes,normal,0,2025-02-07 06:35:42,2025-02-07 06:43:46,483
2025-02-07,morning,Bathe,normal,0,2025-02-07 06:43:46,2025-02-07 06:50:13,387
2025-02-07,morning,Leave home,normal,0,2025-02-07 06:50:13,2025-02-07 06:50:36,23
2025-02-07,morning,Go to toilet,normal,0,2025-02-07 06:50:36,2025-02-07 06:52:35,118
2025-02-07,noon,Enter home,normal,0,2025-02-07 12:00:00,2025-02-07 12:00:26,26
2025-02-07,noon,Cook lunch,normal,0,2025-02-07 12:00:26,2025-02-07 12:05:43,317
2025-02-07,noon,Eat lunch,normal,0,2025-02-07 12:05:43,2025-02-07 12:13:28,464
2025-02-07,noon,Wash dishes,normal,0,2025-02-07 12:13:28,2025-02-07 12:21:17,468
2025-02-07,noon,Go to toilet,normal,0,2025-02-07 12:21:17,2025-02-07 12:22:45,88
2025-02-07,noon,Go to toilet,normal,0,2025-02-07 12:22:45,2025-02-07 12:24:36,110
2025-02-07,noon,Go to toilet,normal,0,2025-02-07 12:24:36,2025-02-07 12:26:14,97
2025-02-07,noon,Leave home,normal,0,2025-02-07 12:26:14,2025-02-07 12:26:39,24
2025-02-07,evening,Enter home,normal,0,2025-02-07 19:00:00,2025-02-07 19:00:14,14
2025-02-07,evening,Watch TV,normal,0,2025-02-07 19:00:14,2025-02-07 19:15:34,920
2025-02-07,evening,Cook dinner,normal,0,2025-02-07 19:15:34,2025-02-07 19:24:23,529
2025-02-07,evening,Eat dinner,normal,0,2025-02-07 19:24:23,2025-02-07 19:34:43,619
2025-02-07,evening,Wash dishes,normal,0,2025-02-07 19:34:43,2025-02-07 19:43:02,499
2025-02-07,evening,Watch TV,normal,0,2025-02-07 19:43:02,2025-02-07 20:03:19,1216
2025-02-07,evening,Read,normal,0,2025-02-07 20:03:19,2025-02-07 20:14:00,641
2025-02-07,evening,Bathe,normal,0,2025-02-07 20:14:00,2025-02-07 20:20:58,417
2025-02-07,evening,Go to toilet,normal,0,2025-02-07 20:20:58,2025-02-07 20:22:31,92
2025-02-07,evening,Take medication,normal,0,2025-02-07 20:22:31,2025-02-07 20:23:18,47
2025-02-07,evening,Sleep,normal,0,2025-02-07 20:23:18,2025-02-07 21:01:50,2311
2025-02-08,morning,Sleep in Bed,normal,0,2025-02-08 06:00:00,2025-02-08 06:15:02,902
2025-02-08,morning,Take medication,normal,0,2025-02-08 06:15:02,2025-02-08 06:15:44,42
2025-02-08,morning,Go to toilet,normal,0,2025-02-08 06:15:44,2025-02-08 06:17:36,111
2025-02-08,morning,Dress,normal,0,2025-02-08 06:17:36,2025-02-08 06:19:56,139
2025-02-08,morning,Cook breakfast,normal,0,2025-02-08 06:19:56,2025-02-08 06:24:41,285
2025-02-08,morning,Eat breakfast,normal,0,2025-02-08 06:24:41,2025-02-08 06:31:15,393
2025-02-08,morning,Wash dishes,normal,0,2025-02-08 06:31:15,2025-02-08 06:39:25,490
2025-02-08,morning,Bathe,normal,0,2025-02-08 06:39:25,2025-02-08 06:46:27,421
2025-02-08,morning,Go to toilet,normal,0,2025-02-08 06:46:27,2025-02-08 06:48:28,120
2025-02-08,morning,Leave home,normal,0,2025-02-08 06:48:28,2025-02-08 06:48:53,24
2025-02-08,noon,Enter home,normal,0,2025-02-08 12:00:00,2025-02-08 12:00:14,14
2025-02-08,noon,Cook lunch,normal,0,2025-02-08 12:00:14,2025-02-08 12:06:14,360
2025-02-08,noon,Go to toilet,normal,0,2025-02-08 12:06:14,2025-02-08 12:07:44,90
2025-02-08,noon,Eat lunch,normal,0,2025-02-08 12:07:44,2025-02-08 12:13:48,363
2025-02-08,noon,Wash dishes,normal,0,2025-02-08 12:13:48,2025-02-08 12:21:52,484
2025-02-08,noon,Go to toilet,normal,0,2025-02-08 12:21:52,2025-02-08 12:23:45,112
2025-02-08,noon,Leave home,normal,0,2025-02-08 12:23:45,2025-02-08 12:24:10,24
2025-02-08,evening,Enter home,normal,0,2025-02-08 19:00:00,2025-02-08 19:00:14,14
2025-02-08,evening,Cook dinner,normal,0,2025-02-08 19:00:14,2025-02-08 19:07:49,455
2025-02-08,evening,Eat dinner,normal,0,2025-02-08 19:07:49,2025-02-08 19:16:11,502
2025-02-08,evening,Wash dishes,normal,0,2025-02-08 19:16:11,2025-02-08 19:23:46,454
2025-02-08,evening,Watch TV,normal,0,2025-02-08 19:23:46,2025-02-08 19:41:03,1037
2025-02-08,evening,Read,normal,0,2025-02-08 19:41:03,2025-02-08 19:50:00,536
2025-02-08,evening,Bathe,normal,0,2025-02-08 19:50:00,2025-02-08 19:57:53,472
2025-02-08,evening,Go to toilet,normal,0,2025-02-08 19:57:53,2025-02-08 19:59:54,121
2025-02-08,evening,Take medication,normal,0,2025-02-08 19:59:54,2025-02-08 20:00:34,40
2025-02-08,evening,Sleep,normal,0,2025-02-08 20:00:34,2025-02-08 20:30:37,1802
2025-02-08,evening,Prolonged inactivity,prolonged_inactivity,1,2025-02-08 22:00:00,2025-02-08 23:58:06,7086
2025-02-09,morning,Sleep in Bed,normal,0,2025-02-09 08:00:00,2025-02-09 08:27:11,1631
2025-02-09,morning,Take medication,normal,0,2025-02-09 08:27:11,2025-02-09 08:28:04,52
2025-02-09,morning,Go to toilet,normal,0,2025-02-09 08:28:04,2025-02-09 08:30:49,165
2025-02-09,morning,Dress,normal,0,2025-02-09 08:30:49,2025-02-09 08:33:45,175
2025-02-09,morning,Cook breakfast,normal,0,2025-02-09 08:33:45,2025-02-09 08:41:35,469
2025-02-09,morning,Wash dishes,normal,0,2025-02-09 08:41:35,2025-02-09 08:53:25,710
2025-02-09,morning,Leave home,normal,0,2025-02-09 08:53:25,2025-02-09 08:53:49,24
2025-02-09,noon,Enter home,normal,0,2025-02-09 13:00:00,2025-02-09 13:00:14,14
2025-02-09,noon,Go to toilet,normal,0,2025-02-09 13:00:14,2025-02-09 13:02:43,149
2025-02-09,noon,Cook lunch,normal,0,2025-02-09 13:02:43,2025-02-09 13:10:45,482
2025-02-09,noon,Eat lunch,normal,0,2025-02-09 13:10:45,2025-02-09 13:19:47,541
2025-02-09,noon,Go to toilet,normal,0,2025-02-09 13:19:47,2025-02-09 13:22:37,169
2025-02-09,noon,Leave home,normal,0,2025-02-09 13:22:37,2025-02-09 13:23:02,24
2025-02-09,evening,Enter home,normal,0,2025-02-09 18:00:00,2025-02-09 18:00:14,14
2025-02-09,evening,Cook dinner,normal,0,2025-02-09 18:00:14,2025-02-09 18:14:44,870
2025-02-09,evening,Eat dinner,normal,0,2025-02-09 18:14:44,2025-02-09 18:27:07,742
2025-02-09,evening,Wash dishes,normal,0,2025-02-09 18:27:07,2025-02-09 18:39:08,720
2025-02-09,evening,Watch TV,normal,0,2025-02-09 18:39:08,2025-02-09 19:08:32,1764
2025-02-09,evening,Bathe,normal,0,2025-02-09 19:08:32,2025-02-09 19:18:11,579
2025-02-09,evening,Go to toilet,normal,0,2025-02-09 19:18:11,2025-02-09 19:21:08,176
2025-02-09,evening,Take medication,normal,0,2025-02-09 19:21:08,2025-02-09 19:22:01,53
2025-02-09,evening,Sleep,normal,0,2025-02-09 19:22:01,2025-02-09 20:19:00,3418
2025-02-10,morning,Sleep in Bed,normal,0,2025-02-10 06:00:00,2025-02-10 06:17:42,1062
2025-02-10,morning,Take medication,normal,0,2025-02-10 06:17:42,2025-02-10 06:18:24,41
2025-02-10,morning,Go to toilet,normal,0,2025-02-10 06:18:24,2025-02-10 06:20:23,118
2025-02-10,morning,Dress,normal,0,2025-02-10 06:20:23,2025-02-10 06:22:08,105
2025-02-10,morning,Cook breakfast,normal,0,2025-02-10 06:22:08,2025-02-10 06:27:09,300
2025-02-10,morning,Eat breakfast,normal,0,2025-02-10 06:27:09,2025-02-10 06:32:49,339
2025-02-10,morning,Wash dishes,normal,0,2025-02-10 06:32:49,2025-02-10 06:41:25,516
2025-02-10,morning,Bathe,normal,0,2025-02-10 06:41:25,2025-02-10 06:48:09,403
2025-02-10,morning,Leave home,normal,0,2025-02-10 06:48:09,2025-02-10 06:48:33,23
2025-02-10,morning,Go to toilet,normal,0,2025-02-10 06:48:33,2025-02-10 06:50:46,132
2025-02-10,noon,Enter home,normal,0,2025-02-10 12:00:00,2025-02-10 12:00:26,26
2025-02-10,noon,Go to toilet,normal,0,2025-02-10 12:00:26,2025-02-10 12:02:14,108
2025-02-10,noon,Cook lunch,normal,0,2025-02-10 12:02:14,2025-02-10 12:07:17,302
2025-02-10,noon,Eat lunch,normal,0,2025-02-10 12:07:17,2025-02-10 12:15:35,498
2025-02-10,noon,Wash dishes,normal,0,2025-02-10 12:15:35,2025-02-10 12:23:44,488
2025-02-10,noon,Go to toilet,normal,0,2025-02-10 12:23:44,2025-02-10 12:25:11,87
2025-02-10,noon,Go to toilet,normal,0,2025-02-10 12:25:11,2025-02-10 12:26:51,99
2025-02-10,noon,Leave home,normal,0,2025-02-10 12:26:51,2025-02-10 12:27:16,24
2025-02-10,evening,Enter home,normal,0,2025-02-10 19:00:00,2025-02-10 19:00:14,14
2025-02-10,evening,Cook dinner,normal,0,2025-02-10 19:00:14,2025-02-10 19:08:12,477
2025-02-10,evening,Eat dinner,normal,0,2025-02-10 19:08:12,2025-02-10 19:16:15,483
2025-02-10,evening,Wash dishes,normal,0,2025-02-10 19:16:15,2025-02-10 19:24:59,523
2025-02-10,evening,Watch TV,normal,0,2025-02-10 19:24:59,2025-02-10 19:44:18,1159
2025-02-10,evening,Read,normal,0,2025-02-10 19:44:18,2025-02-10 19:53:39,561
2025-02-10,evening,Read,normal,0,2025-02-10 19:53:39,2025-02-10 20:02:41,541
2025-02-10,evening,Bathe,normal,0,2025-02-10 20:02:41,2025-02-10 20:10:03,442
2025-02-10,evening,Watch TV,normal,0,2025-02-10 20:10:03,2025-02-10 20:29:43,1179
2025-02-10,evening,Go to toilet,normal,0,2025-02-10 20:29:43,2025-02-10 20:31:30,107
2025-02-10,evening,Take medication,normal,0,2025-02-10 20:31:30,2025-02-10 20:32:17,46
2025-02-10,evening,Sleep,normal,0,2025-02-10 20:32:17,2025-02-10 21:10:16,2279
2025-02-10,evening,Fall,fall,1,2025-02-10 22:00:00,2025-02-10 22:40:28,2428
2025-02-11,morning,Sleep in Bed,normal,0,2025-02-11 06:00:00,2025-02-11 06:19:22,1162
2025-02-11,morning,Take medication,normal,0,2025-02-11 06:19:22,2025-02-11 06:20:05,43
2025-02-11,morning,Go to toilet,normal,0,2025-02-11 06:20:05,2025-02-11 06:21:59,114
2025-02-11,morning,Dress,normal,0,2025-02-11 06:21:59,2025-02-11 06:23:59,119
2025-02-11,morning,Cook breakfast,normal,0,2025-02-11 06:23:59,2025-02-11 06:29:16,316
2025-02-11,morning,Wash dishes,normal,0,2025-02-11 06:29:16,2025-02-11 06:36:37,441
2025-02-11,morning,Bathe,normal,0,2025-02-11 06:36:37,2025-02-11 06:43:39,421
2025-02-11,morning,Leave home,normal,0,2025-02-11 06:43:39,2025-02-11 06:44:03,23
2025-02-11,morning,Go to toilet,normal,0,2025-02-11 06:44:03,2025-02-11 06:46:04,120
2025-02-11,noon,Enter home,normal,0,2025-02-11 12:00:00,2025-02-11 12:00:26,26
2025-02-11,noon,Cook lunch,normal,0,2025-02-11 12:00:26,2025-02-11 12:06:14,348
2025-02-11,noon,Eat lunch,normal,0,2025-02-11 12:06:14,2025-02-11 12:13:48,453
2025-02-11,noon,Go to toilet,normal,0,2025-02-11 12:13:48,2025-02-11 12:15:39,111
2025-02-11,noon,Wash dishes,normal,0,2025-02-11 12:15:39,2025-02-11 12:23:07,447
